tcpdump -i eth0 dst 68.183.205.32
17:14:31.195788 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9530180:9530432, ack 5689, win 501, options [nop,nop,TS val 3770472025 ecr 828119004], length 252
17:14:31.196981 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9534968:9535220, ack 5689, win 501, options [nop,nop,TS val 3770472026 ecr 828119004], length 252
17:14:31.197049 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9535220:9535472, ack 5689, win 501, options [nop,nop,TS val 3770472026 ecr 828119004], length 252
17:14:31.197105 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9535472:9535724, ack 5689, win 501, options [nop,nop,TS val 3770472026 ecr 828119004], length 252
17:14:31.197162 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9535724:9535976, ack 5689, win 501, options [nop,nop,TS val 3770472026 ecr 828119004], length 252
17:14:31.197224 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9535976:9536228, ack 5689, win 501, options [nop,nop,TS val 3770472026 ecr 828119004], length 252
17:14:31.197290 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9536228:9536480, ack 5689, win 501, options [nop,nop,TS val 3770472026 ecr 828119004], length 252
17:14:31.197348 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9536480:9536732, ack 5689, win 501, options [nop,nop,TS val 3770472026 ecr 828119004], length 252
17:14:31.197417 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9536732:9536984, ack 5689, win 501, options [nop,nop,TS val 3770472026 ecr 828119004], length 252
17:14:31.197495 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9536984:9537236, ack 5689, win 501, options [nop,nop,TS val 3770472026 ecr 828119004], length 252
17:14:31.197544 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9537236:9537488, ack 5689, win 501, options [nop,nop,TS val 3770472026 ecr 828119004], length 252
17:14:31.197604 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9537488:9537740, ack 5689, win 501, options [nop,nop,TS val 3770472027 ecr 828119004], length 252
17:14:31.197669 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9537740:9537992, ack 5689, win 501, options [nop,nop,TS val 3770472027 ecr 828119004], length 252
17:14:31.197725 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9537992:9538244, ack 5689, win 501, options [nop,nop,TS val 3770472027 ecr 828119004], length 252
17:14:31.197783 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9538244:9538496, ack 5689, win 501, options [nop,nop,TS val 3770472027 ecr 828119004], length 252
17:14:31.197842 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9538496:9538748, ack 5689, win 501, options [nop,nop,TS val 3770472027 ecr 828119004], length 252
17:14:31.197897 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9538748:9539000, ack 5689, win 501, options [nop,nop,TS val 3770472027 ecr 828119004], length 252
17:14:31.197958 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9539000:9539252, ack 5689, win 501, options [nop,nop,TS val 3770472027 ecr 828119004], length 252
17:14:31.198014 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9539252:9539504, ack 5689, win 501, options [nop,nop,TS val 3770472027 ecr 828119004], length 252
17:14:31.198070 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9539504:9539756, ack 5689, win 501, options [nop,nop,TS val 3770472027 ecr 828119004], length 252
17:14:31.198132 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9539756:9540008, ack 5689, win 501, options [nop,nop,TS val 3770472027 ecr 828119004], length 252
17:14:31.198188 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9540008:9540260, ack 5689, win 501, options [nop,nop,TS val 3770472027 ecr 828119004], length 252
17:14:31.198246 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9540260:9540512, ack 5689, win 501, options [nop,nop,TS val 3770472027 ecr 828119004], length 252
17:14:31.198326 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9540512:9540764, ack 5689, win 501, options [nop,nop,TS val 3770472027 ecr 828119004], length 252
17:14:31.198388 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9540764:9541016, ack 5689, win 501, options [nop,nop,TS val 3770472027 ecr 828119004], length 252
17:14:31.198447 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9541016:9541268, ack 5689, win 501, options [nop,nop,TS val 3770472027 ecr 828119004], length 252
17:14:31.198507 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9541268:9541520, ack 5689, win 501, options [nop,nop,TS val 3770472027 ecr 828119004], length 252
17:14:31.198563 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9541520:9541772, ack 5689, win 501, options [nop,nop,TS val 3770472027 ecr 828119004], length 252
17:14:31.198638 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9541772:9542024, ack 5689, win 501, options [nop,nop,TS val 3770472028 ecr 828119004], length 252
17:14:31.198706 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9542024:9542276, ack 5689, win 501, options [nop,nop,TS val 3770472028 ecr 828119004], length 252
17:14:31.198765 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9542276:9542528, ack 5689, win 501, options [nop,nop,TS val 3770472028 ecr 828119004], length 252
17:14:31.198820 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9542528:9542780, ack 5689, win 501, options [nop,nop,TS val 3770472028 ecr 828119004], length 252
17:14:31.198878 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9542780:9543032, ack 5689, win 501, options [nop,nop,TS val 3770472028 ecr 828119004], length 252
17:14:31.198935 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9543032:9543284, ack 5689, win 501, options [nop,nop,TS val 3770472028 ecr 828119004], length 252
17:14:31.198996 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9543284:9543536, ack 5689, win 501, options [nop,nop,TS val 3770472028 ecr 828119004], length 252
17:14:31.199053 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9543536:9543788, ack 5689, win 501, options [nop,nop,TS val 3770472028 ecr 828119004], length 252
17:14:31.199111 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9543788:9544040, ack 5689, win 501, options [nop,nop,TS val 3770472028 ecr 828119004], length 252
17:14:31.199168 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9544040:9544292, ack 5689, win 501, options [nop,nop,TS val 3770472028 ecr 828119004], length 252
17:14:31.199231 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9544292:9544544, ack 5689, win 501, options [nop,nop,TS val 3770472028 ecr 828119004], length 252
17:14:31.199287 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9544544:9544796, ack 5689, win 501, options [nop,nop,TS val 3770472028 ecr 828119004], length 252
17:14:31.199353 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9544796:9545048, ack 5689, win 501, options [nop,nop,TS val 3770472028 ecr 828119004], length 252
17:14:31.199409 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9545048:9545300, ack 5689, win 501, options [nop,nop,TS val 3770472028 ecr 828119004], length 252
17:14:31.199468 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9545300:9545552, ack 5689, win 501, options [nop,nop,TS val 3770472028 ecr 828119004], length 252
17:14:31.199523 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9545552:9545804, ack 5689, win 501, options [nop,nop,TS val 3770472028 ecr 828119004], length 252
17:14:31.199583 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9545804:9546056, ack 5689, win 501, options [nop,nop,TS val 3770472029 ecr 828119004], length 252
17:14:31.199639 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9546056:9546308, ack 5689, win 501, options [nop,nop,TS val 3770472029 ecr 828119004], length 252
17:14:31.199706 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9546308:9546560, ack 5689, win 501, options [nop,nop,TS val 3770472029 ecr 828119004], length 252
17:14:31.199772 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9546560:9546812, ack 5689, win 501, options [nop,nop,TS val 3770472029 ecr 828119004], length 252
17:14:31.199837 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9546812:9547064, ack 5689, win 501, options [nop,nop,TS val 3770472029 ecr 828119004], length 252
17:14:31.199907 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9547064:9547316, ack 5689, win 501, options [nop,nop,TS val 3770472029 ecr 828119004], length 252
17:14:31.199971 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9547316:9547568, ack 5689, win 501, options [nop,nop,TS val 3770472029 ecr 828119004], length 252
17:14:31.200035 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9547568:9547820, ack 5689, win 501, options [nop,nop,TS val 3770472029 ecr 828119004], length 252
17:14:31.200120 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9547820:9548072, ack 5689, win 501, options [nop,nop,TS val 3770472029 ecr 828119004], length 252
17:14:31.200183 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9548072:9548324, ack 5689, win 501, options [nop,nop,TS val 3770472029 ecr 828119004], length 252
17:14:31.200252 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9548324:9548576, ack 5689, win 501, options [nop,nop,TS val 3770472029 ecr 828119004], length 252
17:14:31.200337 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9548576:9548828, ack 5689, win 501, options [nop,nop,TS val 3770472029 ecr 828119004], length 252
17:14:31.200387 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9548828:9549080, ack 5689, win 501, options [nop,nop,TS val 3770472029 ecr 828119004], length 252
17:14:31.200438 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9549080:9549332, ack 5689, win 501, options [nop,nop,TS val 3770472029 ecr 828119004], length 252
17:14:31.200482 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9549332:9549584, ack 5689, win 501, options [nop,nop,TS val 3770472029 ecr 828119004], length 252
17:14:31.200529 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9549584:9549836, ack 5689, win 501, options [nop,nop,TS val 3770472029 ecr 828119004], length 252
17:14:31.200571 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9549836:9550088, ack 5689, win 501, options [nop,nop,TS val 3770472030 ecr 828119004], length 252
17:14:31.200614 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9550088:9550340, ack 5689, win 501, options [nop,nop,TS val 3770472030 ecr 828119004], length 252
17:14:31.200660 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9550340:9550592, ack 5689, win 501, options [nop,nop,TS val 3770472030 ecr 828119004], length 252
17:14:31.200718 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9550592:9550844, ack 5689, win 501, options [nop,nop,TS val 3770472030 ecr 828119004], length 252
17:14:31.200765 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9550844:9551096, ack 5689, win 501, options [nop,nop,TS val 3770472030 ecr 828119004], length 252
17:14:31.200814 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9551096:9551348, ack 5689, win 501, options [nop,nop,TS val 3770472030 ecr 828119004], length 252
17:14:31.200869 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9551348:9551600, ack 5689, win 501, options [nop,nop,TS val 3770472030 ecr 828119004], length 252
17:14:31.200936 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9551600:9551852, ack 5689, win 501, options [nop,nop,TS val 3770472030 ecr 828119004], length 252
17:14:31.200998 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9551852:9552104, ack 5689, win 501, options [nop,nop,TS val 3770472030 ecr 828119004], length 252
17:14:31.201060 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9552104:9552356, ack 5689, win 501, options [nop,nop,TS val 3770472030 ecr 828119004], length 252
17:14:31.201124 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9552356:9552608, ack 5689, win 501, options [nop,nop,TS val 3770472030 ecr 828119004], length 252
17:14:31.201174 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9552608:9552860, ack 5689, win 501, options [nop,nop,TS val 3770472030 ecr 828119004], length 252
17:14:31.201224 IP cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786 > 68.183.205.32.ssh: Flags [.], ack 9483048, win 37094, options [nop,nop,TS val 828119010 ecr 3770472013], length 0
17:14:31.201303 IP cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786 > 68.183.205.32.ssh: Flags [P.], seq 5689:5725, ack 9483048, win 37094, options [nop,nop,TS val 828119010 ecr 3770472013], length 36
17:14:31.201312 IP cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786 > 68.183.205.32.ssh: Flags [.], ack 9491364, win 37094, options [nop,nop,TS val 828119012 ecr 3770472015], length 0
17:14:31.201438 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9552860:9553728, ack 5725, win 501, options [nop,nop,TS val 3770472030 ecr 828119010], length 868
17:14:31.201510 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9553728:9553980, ack 5725, win 501, options [nop,nop,TS val 3770472030 ecr 828119010], length 252
17:14:31.201578 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9553980:9554232, ack 5725, win 501, options [nop,nop,TS val 3770472031 ecr 828119010], length 252
17:14:31.201646 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9554232:9554484, ack 5725, win 501, options [nop,nop,TS val 3770472031 ecr 828119010], length 252
17:14:31.201703 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9554484:9554736, ack 5725, win 501, options [nop,nop,TS val 3770472031 ecr 828119010], length 252
17:14:31.201764 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9554736:9554988, ack 5725, win 501, options [nop,nop,TS val 3770472031 ecr 828119010], length 252
17:14:31.201810 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9554988:9555240, ack 5725, win 501, options [nop,nop,TS val 3770472031 ecr 828119010], length 252
17:14:31.201857 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9555240:9555492, ack 5725, win 501, options [nop,nop,TS val 3770472031 ecr 828119010], length 252
17:14:31.201901 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9555492:9555744, ack 5725, win 501, options [nop,nop,TS val 3770472031 ecr 828119010], length 252
17:14:31.201948 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9555744:9555996, ack 5725, win 501, options [nop,nop,TS val 3770472031 ecr 828119010], length 252
17:14:31.201992 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9555996:9556248, ack 5725, win 501, options [nop,nop,TS val 3770472031 ecr 828119010], length 252
17:14:31.202037 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9556248:9556500, ack 5725, win 501, options [nop,nop,TS val 3770472031 ecr 828119010], length 252
17:14:31.202081 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9556500:9556752, ack 5725, win 501, options [nop,nop,TS val 3770472031 ecr 828119010], length 252
17:14:31.202127 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9556752:9557004, ack 5725, win 501, options [nop,nop,TS val 3770472031 ecr 828119010], length 252
17:14:31.202172 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9557004:9557256, ack 5725, win 501, options [nop,nop,TS val 3770472031 ecr 828119010], length 252
17:14:31.202216 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9557256:9557508, ack 5725, win 501, options [nop,nop,TS val 3770472031 ecr 828119010], length 252
17:14:31.202263 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9557508:9557760, ack 5725, win 501, options [nop,nop,TS val 3770472031 ecr 828119010], length 252
17:14:31.202333 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 9557760:9558012, ack 5725, win 501, options [nop,nop,TS val 3770472031 ecr 828119010], length 252
