tcpdump -i eth0
16:57:25.474780 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16326664:16326924, ack 9685, win 501, options [nop,nop,TS val 3769446304 ecr 827110504], length 260
16:57:25.475278 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16329524:16329784, ack 9685, win 501, options [nop,nop,TS val 3769446304 ecr 827110504], length 260
16:57:25.475316 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16329784:16330044, ack 9685, win 501, options [nop,nop,TS val 3769446304 ecr 827110504], length 260
16:57:25.475357 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16330044:16330304, ack 9685, win 501, options [nop,nop,TS val 3769446304 ecr 827110504], length 260
16:57:25.475395 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16330304:16330564, ack 9685, win 501, options [nop,nop,TS val 3769446304 ecr 827110504], length 260
16:57:25.475433 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16330564:16330824, ack 9685, win 501, options [nop,nop,TS val 3769446304 ecr 827110504], length 260
16:57:25.475473 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16330824:16331084, ack 9685, win 501, options [nop,nop,TS val 3769446304 ecr 827110504], length 260
16:57:25.475511 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16331084:16331344, ack 9685, win 501, options [nop,nop,TS val 3769446304 ecr 827110504], length 260
16:57:25.475560 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16331344:16331604, ack 9685, win 501, options [nop,nop,TS val 3769446304 ecr 827110504], length 260
16:57:25.475606 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16331604:16331864, ack 9685, win 501, options [nop,nop,TS val 3769446305 ecr 827110504], length 260
16:57:25.475734 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16331864:16332124, ack 9685, win 501, options [nop,nop,TS val 3769446305 ecr 827110504], length 260
16:57:25.475809 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16332124:16332384, ack 9685, win 501, options [nop,nop,TS val 3769446305 ecr 827110504], length 260
16:57:25.475862 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16332384:16332644, ack 9685, win 501, options [nop,nop,TS val 3769446305 ecr 827110504], length 260
16:57:25.475914 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16332644:16332904, ack 9685, win 501, options [nop,nop,TS val 3769446305 ecr 827110504], length 260
16:57:25.475968 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16332904:16333164, ack 9685, win 501, options [nop,nop,TS val 3769446305 ecr 827110504], length 260
16:57:25.476021 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16333164:16333424, ack 9685, win 501, options [nop,nop,TS val 3769446305 ecr 827110504], length 260
16:57:25.476073 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16333424:16333684, ack 9685, win 501, options [nop,nop,TS val 3769446305 ecr 827110504], length 260
16:57:25.476129 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16333684:16333944, ack 9685, win 501, options [nop,nop,TS val 3769446305 ecr 827110504], length 260
16:57:25.476189 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16333944:16334204, ack 9685, win 501, options [nop,nop,TS val 3769446305 ecr 827110504], length 260
16:57:25.476243 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16334204:16334464, ack 9685, win 501, options [nop,nop,TS val 3769446305 ecr 827110504], length 260
16:57:25.476298 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16334464:16334724, ack 9685, win 501, options [nop,nop,TS val 3769446305 ecr 827110504], length 260
16:57:25.476376 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16334724:16334984, ack 9685, win 501, options [nop,nop,TS val 3769446305 ecr 827110504], length 260
16:57:25.476437 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16334984:16335244, ack 9685, win 501, options [nop,nop,TS val 3769446305 ecr 827110504], length 260
16:57:25.476492 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16335244:16335504, ack 9685, win 501, options [nop,nop,TS val 3769446305 ecr 827110504], length 260
16:57:25.476547 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16335504:16335764, ack 9685, win 501, options [nop,nop,TS val 3769446305 ecr 827110504], length 260
16:57:25.476602 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16335764:16336024, ack 9685, win 501, options [nop,nop,TS val 3769446306 ecr 827110504], length 260
16:57:25.476656 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16336024:16336284, ack 9685, win 501, options [nop,nop,TS val 3769446306 ecr 827110504], length 260
16:57:25.476716 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16336284:16336544, ack 9685, win 501, options [nop,nop,TS val 3769446306 ecr 827110504], length 260
16:57:25.476769 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16336544:16336804, ack 9685, win 501, options [nop,nop,TS val 3769446306 ecr 827110504], length 260
16:57:25.476824 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16336804:16337064, ack 9685, win 501, options [nop,nop,TS val 3769446306 ecr 827110504], length 260
16:57:25.476878 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16337064:16337324, ack 9685, win 501, options [nop,nop,TS val 3769446306 ecr 827110504], length 260
16:57:25.476937 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16337324:16337584, ack 9685, win 501, options [nop,nop,TS val 3769446306 ecr 827110504], length 260
16:57:25.476998 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16337584:16337844, ack 9685, win 501, options [nop,nop,TS val 3769446306 ecr 827110504], length 260
16:57:25.477052 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16337844:16338104, ack 9685, win 501, options [nop,nop,TS val 3769446306 ecr 827110504], length 260
16:57:25.477107 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16338104:16338364, ack 9685, win 501, options [nop,nop,TS val 3769446306 ecr 827110504], length 260
16:57:25.477158 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16338364:16338624, ack 9685, win 501, options [nop,nop,TS val 3769446306 ecr 827110504], length 260
16:57:25.477218 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16338624:16338884, ack 9685, win 501, options [nop,nop,TS val 3769446306 ecr 827110504], length 260
16:57:25.477274 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16338884:16339144, ack 9685, win 501, options [nop,nop,TS val 3769446306 ecr 827110504], length 260
16:57:25.477326 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16339144:16339404, ack 9685, win 501, options [nop,nop,TS val 3769446306 ecr 827110504], length 260
16:57:25.477368 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16339404:16339664, ack 9685, win 501, options [nop,nop,TS val 3769446306 ecr 827110504], length 260
16:57:25.477428 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16339664:16339924, ack 9685, win 501, options [nop,nop,TS val 3769446306 ecr 827110504], length 260
16:57:25.477482 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16339924:16340184, ack 9685, win 501, options [nop,nop,TS val 3769446306 ecr 827110504], length 260
16:57:25.477525 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16340184:16340444, ack 9685, win 501, options [nop,nop,TS val 3769446306 ecr 827110504], length 260
16:57:25.477564 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16340444:16340704, ack 9685, win 501, options [nop,nop,TS val 3769446306 ecr 827110504], length 260
16:57:25.477602 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16340704:16340964, ack 9685, win 501, options [nop,nop,TS val 3769446307 ecr 827110504], length 260
16:57:25.477642 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16340964:16341224, ack 9685, win 501, options [nop,nop,TS val 3769446307 ecr 827110504], length 260
16:57:25.477680 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16341224:16341484, ack 9685, win 501, options [nop,nop,TS val 3769446307 ecr 827110504], length 260
16:57:25.477736 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16341484:16341744, ack 9685, win 501, options [nop,nop,TS val 3769446307 ecr 827110504], length 260
16:57:25.477791 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16341744:16342004, ack 9685, win 501, options [nop,nop,TS val 3769446307 ecr 827110504], length 260
16:57:25.477856 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16342004:16342264, ack 9685, win 501, options [nop,nop,TS val 3769446307 ecr 827110504], length 260
16:57:25.477915 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16342264:16342524, ack 9685, win 501, options [nop,nop,TS val 3769446307 ecr 827110504], length 260
16:57:25.477974 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16342524:16342784, ack 9685, win 501, options [nop,nop,TS val 3769446307 ecr 827110504], length 260
16:57:25.478030 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16342784:16343044, ack 9685, win 501, options [nop,nop,TS val 3769446307 ecr 827110504], length 260
16:57:25.478081 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16343044:16343304, ack 9685, win 501, options [nop,nop,TS val 3769446307 ecr 827110504], length 260
16:57:25.478123 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16343304:16343564, ack 9685, win 501, options [nop,nop,TS val 3769446307 ecr 827110504], length 260
16:57:25.478164 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16343564:16343824, ack 9685, win 501, options [nop,nop,TS val 3769446307 ecr 827110504], length 260
16:57:25.478202 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16343824:16344084, ack 9685, win 501, options [nop,nop,TS val 3769446307 ecr 827110504], length 260
16:57:25.478244 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16344084:16344344, ack 9685, win 501, options [nop,nop,TS val 3769446307 ecr 827110504], length 260
16:57:25.478282 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16344344:16344604, ack 9685, win 501, options [nop,nop,TS val 3769446307 ecr 827110504], length 260
16:57:25.478322 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16344604:16344864, ack 9685, win 501, options [nop,nop,TS val 3769446307 ecr 827110504], length 260
16:57:25.478360 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16344864:16345124, ack 9685, win 501, options [nop,nop,TS val 3769446307 ecr 827110504], length 260
16:57:25.478398 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16345124:16345384, ack 9685, win 501, options [nop,nop,TS val 3769446307 ecr 827110504], length 260
16:57:25.478438 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16345384:16345644, ack 9685, win 501, options [nop,nop,TS val 3769446307 ecr 827110504], length 260
16:57:25.478476 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16345644:16345904, ack 9685, win 501, options [nop,nop,TS val 3769446307 ecr 827110504], length 260
16:57:25.478524 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16345904:16346164, ack 9685, win 501, options [nop,nop,TS val 3769446307 ecr 827110504], length 260
16:57:25.478562 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16346164:16346424, ack 9685, win 501, options [nop,nop,TS val 3769446307 ecr 827110504], length 260
16:57:25.478599 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16346424:16346684, ack 9685, win 501, options [nop,nop,TS val 3769446308 ecr 827110504], length 260
16:57:25.478640 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16346684:16346944, ack 9685, win 501, options [nop,nop,TS val 3769446308 ecr 827110504], length 260
16:57:25.478678 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16346944:16347204, ack 9685, win 501, options [nop,nop,TS val 3769446308 ecr 827110504], length 260
16:57:25.478724 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16347204:16347464, ack 9685, win 501, options [nop,nop,TS val 3769446308 ecr 827110504], length 260
16:57:25.478764 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16347464:16347724, ack 9685, win 501, options [nop,nop,TS val 3769446308 ecr 827110504], length 260
16:57:25.478803 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16347724:16347984, ack 9685, win 501, options [nop,nop,TS val 3769446308 ecr 827110504], length 260
16:57:25.478841 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16347984:16348244, ack 9685, win 501, options [nop,nop,TS val 3769446308 ecr 827110504], length 260
16:57:25.479078 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16348244:16348504, ack 9685, win 501, options [nop,nop,TS val 3769446308 ecr 827110504], length 260
16:57:25.479146 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16348504:16348764, ack 9685, win 501, options [nop,nop,TS val 3769446308 ecr 827110504], length 260
16:57:25.479199 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16348764:16349024, ack 9685, win 501, options [nop,nop,TS val 3769446308 ecr 827110504], length 260
16:57:25.479243 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16349024:16349284, ack 9685, win 501, options [nop,nop,TS val 3769446308 ecr 827110504], length 260
16:57:25.479295 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16349284:16349544, ack 9685, win 501, options [nop,nop,TS val 3769446308 ecr 827110504], length 260
16:57:25.479346 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16349544:16349804, ack 9685, win 501, options [nop,nop,TS val 3769446308 ecr 827110504], length 260
16:57:25.479409 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16349804:16350064, ack 9685, win 501, options [nop,nop,TS val 3769446308 ecr 827110504], length 260
16:57:25.479458 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16350064:16350324, ack 9685, win 501, options [nop,nop,TS val 3769446308 ecr 827110504], length 260
16:57:25.479518 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16350324:16350584, ack 9685, win 501, options [nop,nop,TS val 3769446308 ecr 827110504], length 260
16:57:25.479589 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16350584:16350844, ack 9685, win 501, options [nop,nop,TS val 3769446309 ecr 827110504], length 260
16:57:25.479650 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16350844:16351104, ack 9685, win 501, options [nop,nop,TS val 3769446309 ecr 827110504], length 260
16:57:25.479700 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16351104:16351364, ack 9685, win 501, options [nop,nop,TS val 3769446309 ecr 827110504], length 260
16:57:25.479740 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16351364:16351624, ack 9685, win 501, options [nop,nop,TS val 3769446309 ecr 827110504], length 260
16:57:25.479799 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16351624:16351884, ack 9685, win 501, options [nop,nop,TS val 3769446309 ecr 827110504], length 260
16:57:25.479856 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16351884:16352144, ack 9685, win 501, options [nop,nop,TS val 3769446309 ecr 827110504], length 260
16:57:25.479914 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16352144:16352404, ack 9685, win 501, options [nop,nop,TS val 3769446309 ecr 827110504], length 260
16:57:25.480001 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16352404:16352664, ack 9685, win 501, options [nop,nop,TS val 3769446309 ecr 827110504], length 260
16:57:25.480063 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16352664:16352924, ack 9685, win 501, options [nop,nop,TS val 3769446309 ecr 827110504], length 260
16:57:25.480119 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16352924:16353184, ack 9685, win 501, options [nop,nop,TS val 3769446309 ecr 827110504], length 260
16:57:25.480178 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16353184:16353444, ack 9685, win 501, options [nop,nop,TS val 3769446309 ecr 827110504], length 260
16:57:25.480229 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16353444:16353704, ack 9685, win 501, options [nop,nop,TS val 3769446309 ecr 827110504], length 260
16:57:25.480295 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16353704:16353964, ack 9685, win 501, options [nop,nop,TS val 3769446309 ecr 827110504], length 260
16:57:25.480379 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16353964:16354224, ack 9685, win 501, options [nop,nop,TS val 3769446309 ecr 827110504], length 260
16:57:25.480434 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16354224:16354484, ack 9685, win 501, options [nop,nop,TS val 3769446309 ecr 827110504], length 260
16:57:25.480489 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16354484:16354744, ack 9685, win 501, options [nop,nop,TS val 3769446309 ecr 827110504], length 260
16:57:25.480547 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16354744:16355004, ack 9685, win 501, options [nop,nop,TS val 3769446309 ecr 827110504], length 260
16:57:25.480606 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16355004:16355264, ack 9685, win 501, options [nop,nop,TS val 3769446310 ecr 827110504], length 260
16:57:25.480659 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16355264:16355524, ack 9685, win 501, options [nop,nop,TS val 3769446310 ecr 827110504], length 260
